student_id,full_name,email,plain_password,role ,institution
03190941,ΘΕΟΔΩΡΙΔΗΣ ΧΡΗΣΤΟΣ,el90941@mail.ntua.gr,03190941,student,NTUA
03148202,ΚΑΡΑΜΑΝΛΗΣ ΣΟΦΙΑ,el48202@mail.ntua.gr,03148202,student,NTUA
03160167,ΔΗΜΗΤΡΙΟΥ ΜΑΡΙΑ,el60167@mail.ntua.gr,03160167,student,NTUA
03121201,ΠΑΠΑΔΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ,el21201@mail.ntua.gr,03121201,student,NTUA
03122172,ΚΩΝΣΤΑΝΤΙΝΟΥ ΝΙΚΟΛΑΟΣ,el22172@mail.ntua.gr,03122172,student,NTUA
03130118,ΓΕΩΡΓΙΟΥ ΑΝΝΑ,el30118@mail.ntua.gr,03130118,student,NTUA
03120717,ΚΑΡΑΜΑΝΛΗΣ ΣΟΦΙΑ,el20717@mail.ntua.gr,03120717,student,NTUA
03188076,ΚΩΝΣΤΑΝΤΙΝΟΥ ΝΙΚΟΛΑΟΣ,el88076@mail.ntua.gr,03188076,student,NTUA
03154455,ΓΕΩΡΓΙΟΥ ΑΝΝΑ,el54455@mail.ntua.gr,03154455,student,NTUA
03113720,ΒΑΣΙΛΕΙΟΥ ΓΕΩΡΓΙΑ,el13720@mail.ntua.gr,03113720,student,NTUA
03149276,ΒΑΣΙΛΕΙΟΥ ΓΕΩΡΓΙΑ,el49276@mail.ntua.gr,03149276,student,NTUA
03177367,ΜΑΡΑΓΚΟΣ ΚΩΝΣΤΑΝΤΙΝΑ,el77367@mail.ntua.gr,03177367,student,NTUA
03128773,ΚΩΝΣΤΑΝΤΙΝΟΥ ΝΙΚΟΛΑΟΣ,el28773@mail.ntua.gr,03128773,student,NTUA
03143556,ΒΑΣΙΛΕΙΟΥ ΓΕΩΡΓΙΑ,el43556@mail.ntua.gr,03143556,student,NTUA
03147117,ΓΕΩΡΓΙΟΥ ΑΝΝΑ,el47117@mail.ntua.gr,03147117,student,NTUA
03186393,ΜΑΡΑΓΚΟΣ ΚΩΝΣΤΑΝΤΙΝΑ,el86393@mail.ntua.gr,03186393,student,NTUA
03104576,ΓΕΩΡΓΙΟΥ ΑΝΝΑ,el04576@mail.ntua.gr,03104576,student,NTUA
03177653,ΜΑΡΑΓΚΟΣ ΚΩΝΣΤΑΝΤΙΝΑ,el77653@mail.ntua.gr,03177653,student,NTUA
03135389,ΚΩΝΣΤΑΝΤΙΝΟΥ ΝΙΚΟΛΑΟΣ,el35389@mail.ntua.gr,03135389,student,NTUA
03184082,ΚΑΡΑΜΑΝΛΗΣ ΣΟΦΙΑ,el84082@mail.ntua.gr,03184082,student,NTUA
03138399,ΘΕΟΔΩΡΙΔΗΣ ΧΡΗΣΤΟΣ,el38399@mail.ntua.gr,03138399,student,NTUA
03100153,ΧΑΤΖΗΓΕΩΡΓΙΟΥ ΠΑΝΑΓΙΩΤΗΣ,el00153@mail.ntua.gr,03100153,student,NTUA
03128253,ΚΑΡΑΜΑΝΛΗΣ ΣΟΦΙΑ,el28253@mail.ntua.gr,03128253,student,NTUA
03110741,ΜΙΧΑΗΛΙΔΟΥ ΕΛΕΝΗ,el10741@mail.ntua.gr,03110741,student,NTUA
03126001,ΓΕΩΡΓΙΟΥ ΑΝΝΑ,el26001@mail.ntua.gr,03126001,student,NTUA
03101332,ΜΙΧΑΗΛΙΔΟΥ ΕΛΕΝΗ,el01332@mail.ntua.gr,03101332,student,NTUA
03110289,ΚΑΡΑΜΑΝΛΗΣ ΣΟΦΙΑ,el10289@mail.ntua.gr,03110289,student,NTUA
03128717,ΜΑΡΑΓΚΟΣ ΚΩΝΣΤΑΝΤΙΝΑ,el28717@mail.ntua.gr,03128717,student,NTUA
03103006,ΧΑΤΖΗΓΕΩΡΓΙΟΥ ΠΑΝΑΓΙΩΤΗΣ,el03006@mail.ntua.gr,03103006,student,NTUA
03150910,ΧΑΤΖΗΓΕΩΡΓΙΟΥ ΠΑΝΑΓΙΩΤΗΣ,el50910@mail.ntua.gr,03150910,student,NTUA
03190964,ΠΑΠΑΔΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ,el90964@mail.ntua.gr,03190964,student,NTUA
03102509,ΧΑΤΖΗΓΕΩΡΓΙΟΥ ΠΑΝΑΓΙΩΤΗΣ,el02509@mail.ntua.gr,03102509,student,NTUA
03158663,ΘΕΟΔΩΡΙΔΗΣ ΧΡΗΣΤΟΣ,el58663@mail.ntua.gr,03158663,student,NTUA
03151709,ΧΑΤΖΗΓΕΩΡΓΙΟΥ ΠΑΝΑΓΙΩΤΗΣ,el51709@mail.ntua.gr,03151709,student,NTUA
03115906,ΚΑΡΑΜΑΝΛΗΣ ΣΟΦΙΑ,el15906@mail.ntua.gr,03115906,student,NTUA
03123757,ΠΑΠΑΔΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ,el23757@mail.ntua.gr,03123757,student,NTUA
03122013,ΚΑΡΑΜΑΝΛΗΣ ΣΟΦΙΑ,el22013@mail.ntua.gr,03122013,student,NTUA
03184496,ΚΑΡΑΜΑΝΛΗΣ ΣΟΦΙΑ,el84496@mail.ntua.gr,03184496,student,NTUA
03146748,ΔΗΜΗΤΡΙΟΥ ΜΑΡΙΑ,el46748@mail.ntua.gr,03146748,student,NTUA
03142286,ΠΑΠΑΔΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ,el42286@mail.ntua.gr,03142286,student,NTUA
03159811,ΚΑΡΑΜΑΝΛΗΣ ΣΟΦΙΑ,el59811@mail.ntua.gr,03159811,student,NTUA
03141934,ΔΗΜΗΤΡΙΟΥ ΜΑΡΙΑ,el41934@mail.ntua.gr,03141934,student,NTUA
03115457,ΔΗΜΗΤΡΙΟΥ ΜΑΡΙΑ,el15457@mail.ntua.gr,03115457,student,NTUA
03116734,ΠΑΠΑΔΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ,el16734@mail.ntua.gr,03116734,student,NTUA
03131553,ΜΙΧΑΗΛΙΔΟΥ ΕΛΕΝΗ,el31553@mail.ntua.gr,03131553,student,NTUA
03167514,ΜΑΡΑΓΚΟΣ ΚΩΝΣΤΑΝΤΙΝΑ,el67514@mail.ntua.gr,03167514,student,NTUA
03187474,ΘΕΟΔΩΡΙΔΗΣ ΧΡΗΣΤΟΣ,el87474@mail.ntua.gr,03187474,student,NTUA
03100216,ΜΑΡΑΓΚΟΣ ΚΩΝΣΤΑΝΤΙΝΑ,el00216@mail.ntua.gr,03100216,student,NTUA
03158932,ΧΑΤΖΗΓΕΩΡΓΙΟΥ ΠΑΝΑΓΙΩΤΗΣ,el58932@mail.ntua.gr,03158932,student,NTUA
03168014,ΘΕΟΔΩΡΙΔΗΣ ΧΡΗΣΤΟΣ,el68014@mail.ntua.gr,03168014,student,NTUA
03139679,ΧΑΤΖΗΓΕΩΡΓΙΟΥ ΠΑΝΑΓΙΩΤΗΣ,el39679@mail.ntua.gr,03139679,student,NTUA
03129792,ΚΑΡΑΜΑΝΛΗΣ ΣΟΦΙΑ,el29792@mail.ntua.gr,03129792,student,NTUA
03152859,ΓΕΩΡΓΙΟΥ ΑΝΝΑ,el52859@mail.ntua.gr,03152859,student,NTUA
03146968,ΠΑΠΑΔΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ,el46968@mail.ntua.gr,03146968,student,NTUA
03162440,ΘΕΟΔΩΡΙΔΗΣ ΧΡΗΣΤΟΣ,el62440@mail.ntua.gr,03162440,student,NTUA
03184623,ΚΑΡΑΓΙΑΝΝΗΣ ΕΛΕΝΗ,el84623@mail.ntua.gr,03184623,student,NTUA
03184610,ΝΙΚΟΛΑΪΔΗΣ ΧΡΙΣΤΙΝΑ,el84610@mail.ntua.gr,03184610,student,NTUA
03184620,ΑΛΕΞΑΝΔΡΟΥ ΠΑΝΑΓΙΩΤΗΣ,el84620@mail.ntua.gr,03184620,student,NTUA
03184621,ΒΑΣΙΛΕΙΟΥ ΣΟΦΙΑ,el84621@mail.ntua.gr,03184621,student,NTUA
03184625,ΛΑΜΠΡΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ,el84625@mail.ntua.gr,03184625,student,NTUA
03170676,ΔΗΜΗΤΡΙΟΥ ΧΡΗΣΤΟΣ,el70676@mail.ntua.gr,03170676,student,NTUA
03184618,ΣΠΥΡΙΔΩΝΟΣ ΓΕΩΡΓΙΑ,el84618@mail.ntua.gr,03184618,student,NTUA
03180915,ΚΑΡΑΜΑΝΟΣ ΝΙΚΟΛΑΟΣ,el80915@mail.ntua.gr,03180915,student,NTUA
03168190,ΒΑΣΙΛΕΙΟΥ ΓΙΩΡΓΟΣ,el68190@mail.ntua.gr,03168190,student,NTUA
03181137,ΝΙΚΟΛΑΪΔΗΣ ΧΡΗΣΤΟΣ,el81137@mail.ntua.gr,03181137,student,NTUA
03181872,ΑΛΕΞΑΝΔΡΟΥ ΣΟΦΙΑ,el81872@mail.ntua.gr,03181872,student,NTUA
03181873,ΚΑΡΑΓΙΑΝΝΗΣ ΧΡΗΣΤΟΣ,el81873@mail.ntua.gr,03181873,student,NTUA
03180098,ΑΛΕΞΑΝΔΡΟΥ ΣΟΦΙΑ,el80098@mail.ntua.gr,03180098,student,NTUA
03180877,ΒΑΣΙΛΕΙΟΥ ΑΓΓΕΛΙΚΗ,el80877@mail.ntua.gr,03180877,student,NTUA
03181697,ΠΑΠΑΔΟΠΟΥΛΟΣ ΠΑΝΑΓΙΩΤΗΣ,el81697@mail.ntua.gr,03181697,student,NTUA
03178558,ΔΗΜΗΤΡΙΟΥ ΓΙΩΡΓΟΣ,el78558@mail.ntua.gr,03178558,student,NTUA
03181097,ΝΙΚΟΛΑΪΔΗΣ ΑΓΓΕΛΙΚΗ,el81097@mail.ntua.gr,03181097,student,NTUA
03180860,ΘΕΟΔΩΡΟΥ ΓΕΩΡΓΙΑ,el80860@mail.ntua.gr,03180860,student,NTUA
03175501,ΣΤΑΥΡΙΑΝΟΣ ΜΑΡΙΑ,el75501@mail.ntua.gr,03175501,student,NTUA
03180489,ΣΤΑΥΡΙΑΝΟΣ ΑΝΔΡΕΑΣ,el80489@mail.ntua.gr,03180489,student,NTUA
03181875,ΓΕΩΡΓΙΑΔΗΣ ΘΕΟΔΩΡΟΣ,el81875@mail.ntua.gr,03181875,student,NTUA
03180103,ΠΑΠΑΔΟΠΟΥΛΟΣ ΕΙΡΗΝΗ,el80103@mail.ntua.gr,03180103,student,NTUA
03179110,ΝΙΚΟΛΑΪΔΗΣ ΚΑΤΕΡΙΝΑ,el79110@mail.ntua.gr,03179110,student,NTUA
03181218,ΠΑΠΑΓΕΩΡΓΙΟΥ ΘΕΟΔΩΡΟΣ,el81218@mail.ntua.gr,03181218,student,NTUA
03181100,ΚΑΡΑΓΙΑΝΝΗΣ ΜΑΡΙΑ,el81100@mail.ntua.gr,03181100,student,NTUA
03181199,ΑΝΑΣΤΑΣΙΟΥ ΝΙΚΟΛΑΟΣ,el81199@mail.ntua.gr,03181199,student,NTUA
03181130,ΑΝΑΣΤΑΣΙΟΥ ΚΩΝΣΤΑΝΤΙΝΟΣ,el81130@mail.ntua.gr,03181130,student,NTUA
03180881,ΠΑΠΑΔΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ,el80881@mail.ntua.gr,03180881,student,NTUA
03181243,ΚΑΡΑΓΙΑΝΝΗΣ ΕΙΡΗΝΗ,el81243@mail.ntua.gr,03181243,student,NTUA
03181497,ΠΑΠΑΓΕΩΡΓΙΟΥ ΙΩΑΝΝΗΣ,el81497@mail.ntua.gr,03181497,student,NTUA
03181191,ΠΑΠΑΝΙΚΟΛΑΟΥ ΚΑΤΕΡΙΝΑ,el81191@mail.ntua.gr,03181191,student,NTUA
03181174,ΑΛΕΞΑΝΔΡΟΥ ΣΤΑΥΡΟΣ,el81174@mail.ntua.gr,03181174,student,NTUA
03176729,ΠΑΠΑΔΟΠΟΥΛΟΣ ΓΕΩΡΓΙΑ,el76729@mail.ntua.gr,03176729,student,NTUA
03180289,ΠΑΠΑΝΙΚΟΛΑΟΥ ΚΩΝΣΤΑΝΤΙΝΟΣ,el80289@mail.ntua.gr,03180289,student,NTUA
03180167,ΓΕΩΡΓΙΑΔΗΣ ΧΡΙΣΤΙΝΑ,el80167@mail.ntua.gr,03180167,student,NTUA
03167772,ΠΑΝΑΓΙΩΤΙΔΗΣ ΑΓΓΕΛΙΚΗ,el67772@mail.ntua.gr,03167772,student,NTUA
03169745,ΠΑΝΑΓΙΩΤΙΔΗΣ ΘΕΟΔΩΡΟΣ,el69745@mail.ntua.gr,03169745,student,NTUA
03181138,ΑΝΑΣΤΑΣΙΟΥ ΔΗΜΗΤΡΗΣ,el81138@mail.ntua.gr,03181138,student,NTUA
03180885,ΚΩΝΣΤΑΝΤΙΝΙΔΗΣ ΝΙΚΟΛΑΟΣ,el80885@mail.ntua.gr,03180885,student,NTUA
03181686,ΓΕΩΡΓΙΑΔΗΣ ΧΡΗΣΤΟΣ,el81686@mail.ntua.gr,03181686,student,NTUA
03179565,ΣΤΑΥΡΙΑΝΟΣ ΓΕΩΡΓΙΑ,el79565@mail.ntua.gr,03179565,student,NTUA
03164670,ΧΑΤΖΗΝΙΚΟΛΑΟΥ ΣΟΦΙΑ,el64670@mail.ntua.gr,03164670,student,NTUA
03181145,ΚΑΡΑΓΙΑΝΝΗΣ ΑΝΝΑ,el81145@mail.ntua.gr,03181145,student,NTUA
03180116,ΚΩΝΣΤΑΝΤΙΝΙΔΗΣ ΒΑΣΙΛΙΚΗ,el80116@mail.ntua.gr,03180116,student,NTUA
03181213,ΧΑΤΖΗΝΙΚΟΛΑΟΥ ΑΝΝΑ,el81213@mail.ntua.gr,03181213,student,NTUA
03176809,ΑΝΑΣΤΑΣΙΟΥ ΝΙΚΟΛΑΟΣ,el76809@mail.ntua.gr,03176809,student,NTUA
03172573,ΝΙΚΟΛΑΪΔΗΣ ΠΑΝΑΓΙΩΤΗΣ,el72573@mail.ntua.gr,03172573,student,NTUA
03181122,ΚΩΝΣΤΑΝΤΙΝΙΔΗΣ ΣΟΦΙΑ,el81122@mail.ntua.gr,03181122,student,NTUA
03179907,ΑΝΑΣΤΑΣΙΟΥ ΓΕΩΡΓΙΑ,el79907@mail.ntua.gr,03179907,student,NTUA
03180303,ΧΑΤΖΗΝΙΚΟΛΑΟΥ ΘΕΟΔΩΡΟΣ,el80303@mail.ntua.gr,03180303,student,NTUA
03170803,ΓΕΩΡΓΙΑΔΗΣ ΧΡΗΣΤΟΣ,el70803@mail.ntua.gr,03170803,student,NTUA
03181957,ΠΑΠΑΝΙΚΟΛΑΟΥ ΜΑΡΙΑ,el81957@mail.ntua.gr,03181957,student,NTUA
03181123,ΑΝΑΣΤΑΣΙΟΥ ΠΑΝΑΓΙΩΤΗΣ,el81123@mail.ntua.gr,03181123,student,NTUA
03161673,ΘΕΟΔΩΡΟΥ ΧΡΗΣΤΟΣ,el61673@mail.ntua.gr,03161673,student,NTUA
03180140,ΧΑΤΖΗΝΙΚΟΛΑΟΥ ΔΗΜΗΤΡΗΣ,el80140@mail.ntua.gr,03180140,student,NTUA
03181871,ΚΩΝΣΤΑΝΤΙΝΙΔΗΣ ΔΗΜΗΤΡΗΣ,el81871@mail.ntua.gr,03181871,student,NTUA
03180189,ΠΑΠΑΝΙΚΟΛΑΟΥ ΕΙΡΗΝΗ,el80189@mail.ntua.gr,03180189,student,NTUA
03181170,ΛΑΜΠΡΟΠΟΥΛΟΣ ΜΑΡΙΑ,el81170@mail.ntua.gr,03181170,student,NTUA
03181881,ΚΑΡΑΓΙΑΝΝΗΣ ΑΝΔΡΕΑΣ,el81881@mail.ntua.gr,03181881,student,NTUA
03181665,ΚΩΝΣΤΑΝΤΙΝΙΔΗΣ ΝΙΚΟΛΑΟΣ,el81665@mail.ntua.gr,03181665,student,NTUA
03181158,ΧΑΤΖΗΝΙΚΟΛΑΟΥ ΒΑΣΙΛΙΚΗ,el81158@mail.ntua.gr,03181158,student,NTUA
03179982,ΛΑΜΠΡΟΠΟΥΛΟΣ ΘΕΟΔΩΡΟΣ,el79982@mail.ntua.gr,03179982,student,NTUA
03181266,ΔΗΜΗΤΡΙΟΥ ΑΝΝΑ,el81266@mail.ntua.gr,03181266,student,NTUA
03180290,ΑΝΑΣΤΑΣΙΟΥ ΕΙΡΗΝΗ,el80290@mail.ntua.gr,03180290,student,NTUA
03181959,ΚΑΡΑΜΑΝΟΣ ΔΗΜΗΤΡΗΣ,el81959@mail.ntua.gr,03181959,student,NTUA
03181200,ΑΝΑΣΤΑΣΙΟΥ ΑΓΓΕΛΙΚΗ,el81200@mail.ntua.gr,03181200,student,NTUA
03181507,ΚΩΝΣΤΑΝΤΙΝΙΔΗΣ ΘΕΟΔΩΡΟΣ,el81507@mail.ntua.gr,03181507,student,NTUA
03179988,ΑΝΔΡΕΟΥ ΕΙΡΗΝΗ,el79988@mail.ntua.gr,03179988,student,NTUA
03169746,ΚΑΡΑΜΑΝΟΣ ΧΡΙΣΤΙΝΑ,el69746@mail.ntua.gr,03169746,student,NTUA
03178296,ΚΑΡΑΓΙΑΝΝΗΣ ΙΩΑΝΝΗΣ,el78296@mail.ntua.gr,03178296,student,NTUA
03181884,ΠΑΠΑΝΙΚΟΛΑΟΥ ΚΩΝΣΤΑΝΤΙΝΟΣ,el81884@mail.ntua.gr,03181884,student,NTUA
03179279,ΑΝΑΣΤΑΣΙΟΥ ΘΕΟΔΩΡΟΣ,el79279@mail.ntua.gr,03179279,student,NTUA
03179943,ΧΑΤΖΗΝΙΚΟΛΑΟΥ ΑΝΝΑ,el79943@mail.ntua.gr,03179943,student,NTUA
03181167,ΘΕΟΔΩΡΟΥ ΚΑΤΕΡΙΝΑ,el81167@mail.ntua.gr,03181167,student,NTUA
03181178,ΠΑΠΑΓΕΩΡΓΙΟΥ ΘΕΟΔΩΡΟΣ,el81178@mail.ntua.gr,03181178,student,NTUA
03180248,ΘΕΟΔΩΡΟΥ ΕΛΕΝΗ,el80248@mail.ntua.gr,03180248,student,NTUA
03179172,ΣΤΑΥΡΙΑΝΟΣ ΑΝΔΡΕΑΣ,el79172@mail.ntua.gr,03179172,student,NTUA
03180206,ΑΝΔΡΕΟΥ ΣΤΑΥΡΟΣ,el80206@mail.ntua.gr,03180206,student,NTUA
03181886,ΓΕΩΡΓΙΑΔΗΣ ΧΡΗΣΤΟΣ,el81886@mail.ntua.gr,03181886,student,NTUA
03177236,ΣΠΥΡΙΔΩΝΟΣ ΔΗΜΗΤΡΗΣ,el77236@mail.ntua.gr,03177236,student,NTUA
03181154,ΧΑΤΖΗΝΙΚΟΛΑΟΥ ΑΓΓΕΛΙΚΗ,el81154@mail.ntua.gr,03181154,student,NTUA
03181778,ΠΑΠΑΔΟΠΟΥΛΟΣ ΔΗΜΗΤΡΗΣ,el81778@mail.ntua.gr,03181778,student,NTUA
03181887,ΣΠΥΡΙΔΩΝΟΣ ΕΙΡΗΝΗ,el81887@mail.ntua.gr,03181887,student,NTUA
03180216,ΧΑΤΖΗΝΙΚΟΛΑΟΥ ΚΑΤΕΡΙΝΑ,el80216@mail.ntua.gr,03180216,student,NTUA
03181095,ΑΝΑΣΤΑΣΙΟΥ ΧΡΗΣΤΟΣ,el81095@mail.ntua.gr,03181095,student,NTUA
03181964,ΠΑΠΑΓΕΩΡΓΙΟΥ ΒΑΣΙΛΙΚΗ,el81964@mail.ntua.gr,03181964,student,NTUA
03181140,ΑΛΕΞΑΝΔΡΟΥ ΑΓΓΕΛΙΚΗ,el81140@mail.ntua.gr,03181140,student,NTUA
03180210,ΚΑΡΑΜΑΝΟΣ ΚΑΤΕΡΙΝΑ,el80210@mail.ntua.gr,03180210,student,NTUA
03180891,ΔΗΜΗΤΡΙΟΥ ΓΕΩΡΓΙΑ,el80891@mail.ntua.gr,03180891,student,NTUA
03181925,ΔΗΜΗΤΡΙΟΥ ΑΝΝΑ,el81925@mail.ntua.gr,03181925,student,NTUA
03178996,ΓΕΩΡΓΙΑΔΗΣ ΑΝΔΡΕΑΣ,el78996@mail.ntua.gr,03178996,student,NTUA
03181189,ΝΙΚΟΛΑΪΔΗΣ ΝΙΚΟΛΑΟΣ,el81189@mail.ntua.gr,03181189,student,NTUA
03181066,ΠΑΠΑΔΟΠΟΥΛΟΣ ΧΡΙΣΤΙΝΑ,el81066@mail.ntua.gr,03181066,student,NTUA
03179090,ΒΑΣΙΛΕΙΟΥ ΑΓΓΕΛΙΚΗ,el79090@mail.ntua.gr,03179090,student,NTUA
03180069,ΣΤΑΥΡΙΑΝΟΣ ΔΗΜΗΤΡΗΣ,el80069@mail.ntua.gr,03180069,student,NTUA
03180213,ΔΗΜΗΤΡΙΟΥ ΠΑΝΑΓΙΩΤΗΣ,el80213@mail.ntua.gr,03180213,student,NTUA
03180281,ΚΩΝΣΤΑΝΤΙΝΙΔΗΣ ΜΑΡΙΑ,el80281@mail.ntua.gr,03180281,student,NTUA
03181928,ΒΑΣΙΛΕΙΟΥ ΒΑΣΙΛΙΚΗ,el81928@mail.ntua.gr,03181928,student,NTUA
03181121,ΒΑΣΙΛΕΙΟΥ ΔΗΜΗΤΡΗΣ,el81121@mail.ntua.gr,03181121,student,NTUA
